protein_id,element,n_residues,moran_i,note
A0A7J2IPL3,1,45,-0.00300385876095275,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IPL3,6,45,0.162222903869231,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IPL3,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IPL3,8,45,-0.148575672359457,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IQR4,7,46,0.175512867279972,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IQR4,1,46,-0.00500851597286457,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IQR4,6,46,0.218242422205723,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IQR4,16,3,-0.997689865880057,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2IQR4,8,46,-0.0910110799890252,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ISG1,7,41,-0.103879124321463,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ISG1,1,41,0.0871355621182844,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ISG1,6,41,-0.168705093899205,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ISG1,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ISG1,8,41,-0.528544687172098,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2LST6,7,38,0.046141822736603,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2LST6,1,38,0.0997054209890696,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2LST6,6,38,0.708410086550866,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2LST6,8,38,-0.254889750179842,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MF60,7,43,-0.107081475892232,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MF60,1,43,-0.0655991916125733,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MF60,6,43,0.184560846349578,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MF60,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MF60,8,43,0.0454878210270937,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGK5,7,32,0.0120970283635288,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGK5,1,32,0.0358919436396924,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGK5,6,32,-0.253284102339372,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGK5,16,3,-0.994869648996027,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGK5,8,32,0.051189067077453,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGV4,7,50,0.184590729420117,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGV4,1,50,0.115101326633874,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGV4,6,50,0.380985977361415,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MGV4,8,50,-0.353361730400353,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MHH4,7,44,0.233613268921548,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MHH4,1,44,-0.0775896310002806,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MHH4,6,44,0.0643056116801221,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2MHH4,8,44,0.071116495904303,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PVB2,7,50,0.483665679076795,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PVB2,1,50,0.0027469788559775,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PVB2,6,50,-0.0186480634196257,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PVB2,8,50,-0.199284278814869,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PZK0,7,48,0.188836685991924,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PZK0,1,48,-0.223944732090327,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PZK0,6,48,0.440166855672445,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PZK0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2PZK0,8,48,-0.30661532989571,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2QZC8,7,44,0.323408644256695,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2QZC8,1,44,-0.032002755091799,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2QZC8,6,44,0.274398579044291,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2QZC8,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2QZC8,8,44,0.106526407501649,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R6L5,7,40,0.0692906068814765,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R6L5,1,40,0.0844414221430783,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R6L5,6,40,0.340208999790855,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R6L5,16,5,-0.0488172753861606,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R6L5,8,40,-0.367623098197225,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R8L4,7,40,0.112186930905039,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R8L4,1,40,-0.164105345074607,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R8L4,6,40,0.236245707446014,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R8L4,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2R8L4,8,40,0.501874539843508,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2T743,7,37,0.0329589795560714,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2T743,1,37,-0.116850583495392,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2T743,6,37,0.212264116156467,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2T743,16,3,-0.841455775753225,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2T743,8,37,-0.252313747658135,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TJN1,7,35,0.0616137457107911,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TJN1,1,35,0.116004210908229,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TJN1,6,35,0.0181641931984178,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TJN1,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TJN1,8,35,-0.399845448245915,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TN26,7,38,-0.17542103433765,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TN26,1,38,0.146274518929244,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TN26,6,38,0.562342231206795,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TN26,16,6,-0.0129863084792288,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TN26,8,38,-0.151296824614878,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TXK4,7,44,0.295210434673609,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TXK4,1,44,0.178848798694436,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TXK4,6,44,0.685465177104911,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TXK4,16,6,-0.33039204016591,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2TXK4,8,44,0.0792418786136126,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2UQV7,7,42,-0.11898887754695,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2UQV7,1,42,-0.301186448347828,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2UQV7,6,42,0.827215937058987,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2UQV7,16,4,0.053374911449172,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2UQV7,8,42,0.00938011459788919,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V0Z7,7,42,-0.221099425154652,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V0Z7,1,42,0.512839155137348,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V0Z7,6,42,0.0318109155255596,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V0Z7,16,4,-0.746279928711129,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V0Z7,8,42,-0.396673327580963,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V9U9,7,33,0.100450846426199,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V9U9,1,33,-0.193593934451766,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V9U9,6,33,-0.0924597230719701,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V9U9,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2V9U9,8,33,-0.480712802924944,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VBC6,7,44,0.176960936584764,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VBC6,1,44,0.0825552265373568,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VBC6,6,44,0.299159070890174,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VBC6,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VBC6,8,44,-0.243558892997578,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VTQ0,7,42,0.0975770680722364,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VTQ0,1,42,0.0307945777150511,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VTQ0,6,42,0.678575791864288,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VTQ0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VTQ0,8,42,-0.554832060428729,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VWF2,7,42,0.187274243509815,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VWF2,1,42,0.104711118315084,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VWF2,6,42,-0.0765383625375062,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VWF2,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2VWF2,8,42,-0.489911695169432,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2WFC1,7,42,0.0426956796550902,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2WFC1,1,42,0.319563621322433,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2WFC1,6,42,-0.130588427966826,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2WFC1,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2WFC1,8,42,-0.224857890692022,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y502,7,37,0.188190069994375,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y502,1,37,0.0157484956876907,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y502,6,37,0.0749298782476561,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y502,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y502,8,37,-0.32280898973668,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y6X9,7,28,0.41080153828677,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y6X9,1,28,0.088546963937815,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y6X9,6,28,0.477525095432488,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y6X9,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Y6X9,8,28,-0.436079178843465,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2YMB9,7,45,0.1743682975807,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2YMB9,1,45,-0.0613005712281229,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2YMB9,6,45,0.793508218572382,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2YMB9,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2YMB9,8,45,-0.136762936878398,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Z0G0,7,47,-0.118191699827471,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Z0G0,1,47,-0.17037714811755,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Z0G0,6,47,-0.0743544892337372,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Z0G0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2Z0G0,8,47,-0.293952275527252,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZCD7,7,45,0.188875478923137,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZCD7,1,45,-0.00104392760523645,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZCD7,6,45,0.00554564850880453,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZCD7,8,45,-0.172848457176154,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZIP3,7,45,0.15844755035041,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZIP3,1,45,-0.0674986324530819,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZIP3,6,45,0.42037450402786,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZIP3,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZIP3,8,45,-0.25636513710044,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZM04,7,34,0.00222379214828014,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZM04,1,34,0.104445057916248,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZM04,6,34,0.0699854880476578,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZM04,16,3,-0.031124009632512,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J2ZM04,8,34,0.0343382444506584,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3AC04,7,48,0.380564156970793,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3AC04,1,48,0.111142729919497,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3AC04,6,48,0.767122296864893,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3AC04,8,48,-0.554838016210416,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ADC8,7,39,0.200067071151052,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ADC8,1,39,-0.145962642462105,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ADC8,6,39,-0.115149138112635,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ADC8,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ADC8,8,39,-0.359779804000005,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B0X2,7,26,0.187426488465865,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B0X2,1,26,0.317522903427775,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B0X2,6,26,-0.123172517877972,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B0X2,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B0X2,8,26,-0.242998797579304,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B843,7,48,0.155715816014117,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B843,1,48,-0.152177534451976,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B843,6,48,0.596698128258723,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B843,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3B843,8,48,-0.00266707846733779,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BC48,7,43,0.182404992980254,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BC48,1,43,0.199507101133747,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BC48,6,43,0.718858133080361,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BC48,16,4,-0.85832392688927,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BC48,8,43,-0.178357088358909,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BD52,7,42,-0.0850329577568494,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BD52,1,42,0.138492410450664,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BD52,6,42,0.919225367828024,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BD52,16,3,-0.00643424235599586,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BD52,8,42,-0.163900758503844,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BEY8,7,31,-0.334767047855969,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BEY8,1,31,0.478560125899953,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BEY8,6,31,0.5028620621527,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3BEY8,8,31,-0.523757866606887,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3C7I1,7,36,0.00188799902785415,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3C7I1,1,36,0.170521195130133,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3C7I1,6,36,0.281374157587035,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3C7I1,16,3,-0.963374907841324,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3C7I1,8,36,0.00115745232122765,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3CJ29,7,40,-0.418978039327403,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3CJ29,1,40,-0.016132817927906,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3CJ29,6,40,0.0223786079430163,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3CJ29,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3CJ29,8,40,0.157895401425566,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D6Q8,7,42,-0.212571664778707,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D6Q8,1,42,-0.0313613222698175,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D6Q8,6,42,-0.310960528518034,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D6Q8,8,42,-0.486575566785145,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D8F9,7,39,0.457706503011601,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D8F9,1,39,0.609628719630769,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D8F9,6,39,0.327464353855184,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D8F9,16,6,-0.109575075001186,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D8F9,8,39,-0.0188941986427363,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D9G8,7,48,-0.049384023036799,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D9G8,1,48,-0.148989668487374,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D9G8,6,48,-0.0635407292052854,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D9G8,16,3,-0.0910962734664232,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3D9G8,8,48,-0.331588911996942,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DAY3,7,38,0.369564052713322,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DAY3,1,38,0.0715956872445969,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DAY3,6,38,0.0250398841983285,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DAY3,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DAY3,8,38,-0.0876180288393436,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DNK5,7,44,0.0234877041166289,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DNK5,1,44,-0.183178579491781,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DNK5,6,44,-0.105286720295943,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DNK5,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3DNK5,8,44,-0.324349881603894,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EGB7,7,35,0.0363646582781895,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EGB7,1,35,-0.265944530088288,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EGB7,6,35,0.333351587154838,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EGB7,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EGB7,8,35,-0.0664941446138186,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ELT1,7,50,0.0264094877073398,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ELT1,1,50,-0.0660298689107529,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ELT1,6,50,0.505796367360617,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ELT1,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3ELT1,8,50,-0.225240493472357,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EMJ0,7,48,0.145753194238225,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EMJ0,1,48,0.0753263984688459,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EMJ0,6,48,0.847861810061273,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3EMJ0,8,48,-0.280596537867883,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3F9X2,7,39,0.322460425151382,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3F9X2,1,39,0.299216768998235,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3F9X2,6,39,0.374167120710312,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3F9X2,8,39,-0.0689109543192489,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FAQ0,7,47,0.486756849291321,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FAQ0,1,47,0.2602668040312,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FAQ0,6,47,0.292826307991425,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FAQ0,8,47,-0.34699515939445,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC68,7,45,0.199045605717201,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC68,1,45,0.275327588908961,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC68,6,45,-0.033439648847313,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC68,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC68,8,45,-0.0406759671348754,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC71,7,50,0.13525312861041,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC71,1,50,-0.0821872937888376,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC71,6,50,-0.0577177998162176,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC71,16,3,-0.971227666618351,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FC71,8,50,-0.294426083853533,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FCW3,7,38,0.324238170709323,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FCW3,1,38,-0.0459823952898898,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FCW3,6,38,0.00459935404960919,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FCW3,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3FCW3,8,38,-0.251727336454458,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3GV54,7,50,0.0692907712461928,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3GV54,1,50,0.264436875137509,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3GV54,6,50,0.515502062361387,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3GV54,8,50,0.122124252614872,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HB40,7,50,0.0594758688661889,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HB40,1,50,0.0317315188249369,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HB40,6,50,0.830885472267476,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HB40,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HB40,8,50,0.0804419317425577,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HP86,7,48,0.0863788379491428,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A7J3HP86,1,48,-0.0834707013415637,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
