BMRB_ID	PDB_ID	RESOLUTION	SEQ_IDENTITY	SEQ_LENGTH	SEQ_OFFSET	HA	CA	CB	CO	N	HN	AVG_CORR	HA_CORR	CA_CORR	CB_CORR	CO_CORR	N_CORR	HN_CORR	HA_RMSD	CA_RMSD	CB_RMSD	CO_RMSD	N_RMSD	HN_RMSD	HA_CSDIFF	CA_CSDIFF	CB_CSDIFF	CO_CSDIFF	N_CSDIFF	HN_CSDIFF
bmr6359	1XS8A	NMR	100.0	91	0		1	1	1	1	1	0.732	0.725	0.957	0.990	0.764	0.652	0.302	0.154	0.804	0.851	0.881	2.206	0.381	-0.06	-0.38	-0.25	-0.37	-0.56	-0.27
bmr6362	2AZHA	NMR	100.0	145	0	1	1	1		1	1	0.754	N/A	0.971	0.991	N/A	0.705	0.350	N/A	0.766	1.041	N/A	2.167	0.447	N/A	0.03	0.37	N/A	-0.06	-0.04
bmr6363	1TTZA	2.11	98.7	75	1	1	1	1		1	1	0.860	0.916	0.981	0.995	N/A	0.794	0.615	0.148	0.527	0.731	N/A	1.699	0.358	0.13	-0.03	0.22	N/A	-0.47	0.03
bmr6364	1XNEA	NMR	100.0	113	0	1	1	1		1	1	0.799	0.765	0.945	0.985	N/A	0.790	0.510	0.179	0.907	0.747	N/A	1.878	0.398	-0.06	0.16	0.11	N/A	0.38	-0.02
bmr6365	1XN6A	NMR	100.0	143	0	1	1	1		1	1	0.781	0.692	0.958	0.991	N/A	0.733	0.533	0.179	0.986	0.881	N/A	2.240	0.461	-0.04	-0.20	-0.12	N/A	-0.59	-0.19
bmr6366	1ZTSA	NMR	100.0	131	0	1	1	1		1	1	0.716	0.496	0.958	0.991	N/A	0.729	0.407	0.169	0.811	0.997	N/A	2.163	0.339	0.03	-0.08	0.12	N/A	-0.64	-0.21
bmr6367	1XN7A	NMR	100.0	78	0	1	1	1	1	1	1	0.764	0.634	0.956	0.990	0.760	0.724	0.517	0.149	0.840	1.066	0.905	2.063	0.318	-0.00	-0.06	0.16	-0.32	-0.67	-0.06
bmr6368	1XN9A	NMR	100.0	101	0	1	1	1		1	1	0.804	0.770	0.955	0.993	N/A	0.773	0.531	0.163	0.762	0.801	N/A	1.901	0.313	-0.01	0.21	0.35	N/A	0.10	-0.08
bmr6369	1XN5A	NMR	100.0	138	0	1	1	1		1	1	0.805	0.818	0.946	0.995	N/A	0.741	0.524	0.168	0.930	0.881	N/A	2.210	0.446	-0.05	0.10	0.28	N/A	-0.08	-0.15
bmr6370	1WQKA	NMR	100.0	42	0	1					1	0.675	0.859	N/A	N/A	N/A	N/A	0.492	0.193	N/A	N/A	N/A	N/A	0.407	0.25	N/A	N/A	N/A	N/A	0.26
bmr6371	2HDEA	NMR	100.0	148	0	1	1	1	1	1	1	0.715	0.675	0.960	0.994	0.502	0.724	0.432	0.168	0.821	0.953	1.004	2.214	0.397	0.06	-0.08	-0.05	-0.13	-0.46	-0.09
bmr6373	1JHFB	1.80	97.2	106	21	1	1	1	1	1	1	0.846	N/A	0.949	0.991	0.739	0.885	0.668	N/A	0.788	0.877	0.857	1.917	0.359	N/A	-0.21	-0.16	0.03	0.01	-0.03
bmr6375	1U07B	1.13	100.0	88	1	1	1	1	1	1	1	0.876	0.898	0.976	0.994	0.810	0.897	0.683	0.166	0.710	0.813	0.845	1.792	0.264	-0.05	-0.29	-0.03	-0.15	-0.11	-0.04
bmr6376	2BVBA	NMR	100.0	137	0	1	1	1	1	1	1	0.720	0.632	0.973	0.992	0.570	0.779	0.376	0.187	0.812	1.191	0.963	2.055	0.398	-0.05	-0.69	-0.97	0.01	0.17	-0.15
bmr6377	1XYJA	NMR	100.0	111	2		1	1		1	1	0.609	0.392	0.955	0.984	N/A	0.563	0.151	0.184	1.006	1.087	N/A	2.015	0.408	0.00	-0.10	0.01	N/A	-1.28	-0.21
bmr6378	1XYKA	NMR	100.0	111	2	1	1	1		1	1	0.682	0.612	0.965	0.985	N/A	0.644	0.202	0.187	0.880	1.033	N/A	1.774	0.331	0.01	0.13	0.39	N/A	-1.16	-0.11
bmr6379	2AVXA	NMR	100.0	171	0	1	1	1	1	1	1	0.794	N/A	0.941	0.993	0.788	0.738	0.508	N/A	0.989	0.944	0.922	2.117	0.410	N/A	0.76	1.00	0.04	-0.28	-0.04
bmr6380	1XYQA	NMR	100.0	111	2	1	1	1		1	1	0.665	0.594	0.953	0.994	N/A	0.605	0.180	0.169	0.965	0.928	N/A	2.224	0.432	-0.01	0.28	0.47	N/A	-1.03	-0.25
bmr6381	1TPXA	2.56	100.0	111	2	1	1	1		1	1	0.848	0.899	0.972	0.995	N/A	0.771	0.605	0.113	0.837	0.881	N/A	1.625	0.313	-0.01	-0.08	0.23	N/A	-0.04	-0.12
bmr6383	1XYWA	NMR	100.0	110	2	1	1	1		1	1	0.745	0.674	0.963	0.993	N/A	0.728	0.367	0.146	0.912	0.929	N/A	1.874	0.354	-0.02	0.28	0.34	N/A	-0.91	-0.13
bmr6386	1Y1BA	NMR	100.0	48	0						1	0.440	0.529	N/A	N/A	N/A	N/A	0.350	0.161	N/A	N/A	N/A	N/A	0.398	0.09	N/A	N/A	N/A	N/A	-0.16
bmr6387	1Y1CA	NMR	100.0	48	0						1	0.515	0.737	N/A	N/A	N/A	N/A	0.294	0.138	N/A	N/A	N/A	N/A	0.454	0.01	N/A	N/A	N/A	N/A	-0.04
bmr6388	1XV3A	NMR	100.0	46	0	1					1	0.423	0.369	N/A	N/A	N/A	N/A	0.477	0.164	N/A	N/A	N/A	N/A	0.345	-0.04	N/A	N/A	N/A	N/A	-0.16
bmr6389	1WT7A	NMR	100.0	41	0	1					1	0.674	0.751	N/A	N/A	N/A	N/A	0.597	0.176	N/A	N/A	N/A	N/A	0.345	0.06	N/A	N/A	N/A	N/A	0.12
bmr6390	2AGMA	NMR	100.0	167	0	1	1	1	1	1	1	0.712	0.602	0.956	0.993	-0.113	0.759	0.249	0.181	0.978	1.041	1.300	2.412	0.396	0.00	-0.16	0.36	-0.22	-0.73	-0.13
bmr6391	1Y93A	1.03	99.4	158	7	1	1	1	1	1	1	0.873	0.874	0.975	0.995	0.821	0.890	0.682	0.142	0.824	0.756	0.725	1.949	0.360	-0.03	0.02	0.03	0.18	-1.41	0.04
bmr6392	2PF5A	1.90	100.0	98	0	1	1	1	1	1	1	0.874	0.900	0.965	0.980	0.861	0.891	0.646	0.141	0.875	0.928	0.790	1.687	0.272	0.02	0.18	-0.07	-0.13	0.03	0.12
bmr6393	2PF5A	1.90	100.0	98	0	1	1	1	1	1	1	0.860	0.890	0.964	0.973	0.847	0.841	0.646	0.149	0.877	1.014	0.843	1.721	0.297	-0.00	0.08	-0.09	-0.21	-0.06	0.11
bmr6396	1Y4OB	NMR	100.0	104	0	1	1	1	1	1	1	0.859	0.844	0.959	0.994	0.902	0.758	0.695	0.161	0.887	0.991	0.530	2.082	0.278	-0.08	-0.20	-0.12	0.17	0.20	-0.11
bmr6398	2BJDA	1.27	100.0	90	13						1	0.770	0.935	N/A	N/A	N/A	N/A	0.606	0.169	N/A	N/A	N/A	N/A	0.425	-0.17	N/A	N/A	N/A	N/A	-0.21
bmr6399	1HH8A	1.80	99.5	192	6		1	1	1	1	1	0.841	N/A	0.970	0.994	0.805	0.812	0.622	N/A	0.700	0.881	0.674	1.611	0.286	N/A	0.28	0.99	-0.01	-0.38	-0.04
bmr6400	2F77X	NMR	99.0	100	0	1	1	1	1	1	1	0.725	0.505	0.949	0.993	0.807	0.723	0.373	0.178	0.991	0.771	0.671	2.006	0.336	0.04	0.03	0.39	0.16	-0.76	-0.02
bmr6401	2F77X	NMR	100.0	100	0	1	1	1		1	1	0.700	0.492	0.945	0.993	N/A	0.733	0.339	0.177	1.030	0.702	N/A	1.890	0.344	0.02	-0.12	0.12	N/A	-0.81	-0.01
bmr6403	1TPXA	2.56	99.1	111	2	1	1	1		1	1	0.828	0.807	0.968	0.995	N/A	0.767	0.601	0.126	0.860	0.906	N/A	1.612	0.326	-0.05	0.05	0.22	N/A	-0.29	-0.17
bmr6404	1SZ9A	2.10	98.5	131	7	1	1	1		1	1	0.813	N/A	0.946	0.992	N/A	0.750	0.566	N/A	0.818	0.765	N/A	1.740	0.329	N/A	-0.26	0.04	N/A	0.67	-0.03
bmr6406	1B88B	2.50	100.0	114	0		1	1	1	1	1	0.847	0.846	0.971	0.995	0.760	0.835	0.675	0.163	0.733	0.876	0.734	1.893	0.320	-0.03	-0.21	-0.13	-0.11	0.27	0.00
bmr6407	2FK4A	NMR	100.0	67	1	1				1	1	0.407	0.461	N/A	N/A	N/A	0.489	0.271	0.179	N/A	N/A	N/A	2.886	0.440	-0.03	N/A	N/A	N/A	-1.17	-0.20
bmr6410	1Z7PA	NMR	100.0	117	0	1	1	1	1	1	1	0.854	0.847	0.975	0.996	0.839	0.772	0.697	0.133	0.748	0.833	0.658	2.032	0.344	-0.06	-0.11	0.10	-0.26	-0.75	-0.12
bmr6415	2HTXA	1.56	95.3	129	0	1					1	0.774	0.865	N/A	N/A	N/A	N/A	0.683	0.160	N/A	N/A	N/A	N/A	0.264	-0.06	N/A	N/A	N/A	N/A	0.01
bmr6416	1ZLQB	1.80	99.8	499	1	1	1	1	1	1	1	0.869	N/A	0.974	0.995	0.815	0.835	0.726	N/A	0.737	0.905	0.829	1.943	0.330	N/A	0.45	1.01	0.23	-1.98	0.19
bmr6418	1UHIB	1.80	100.0	186	4	1	1	1	1	1	1	0.809	N/A	0.968	0.993	0.823	0.550	0.709	N/A	0.748	0.884	0.727	2.106	0.308	N/A	-0.01	-0.13	0.04	-0.26	-0.01
bmr6419	1XU6A	NMR	100.0	80	0	1	1	1		1	1	0.739	0.723	0.942	0.992	N/A	0.680	0.359	0.146	0.868	1.089	N/A	2.252	0.326	-0.01	0.69	0.16	N/A	-0.17	-0.06
bmr6429	1MZNC	1.90	100.0	196	24	1	1	1	1	1	1	0.834	N/A	0.966	0.994	0.750	0.820	0.641	N/A	0.758	0.849	0.667	1.872	0.323	N/A	0.15	0.70	0.01	-0.47	0.03
bmr6432	1WVKA	NMR	100.0	86	0	1	1	1	1	1	1	0.650	0.319	0.930	0.986	0.709	0.649	0.309	0.164	1.046	1.152	1.191	2.437	0.382	0.01	-0.45	0.30	-0.68	-1.10	-0.22
bmr6442	1SYRA	2.95	99.0	102	0	1	1	1	1	1	1	0.879	0.883	0.964	0.992	0.836	0.837	0.763	0.147	0.723	0.845	0.694	1.643	0.320	-0.02	0.09	0.07	0.10	-0.25	-0.02
bmr6443	1YDUA	NMR	100.0	170	0		1	1	1	1	1	0.682	0.558	0.930	0.988	0.633	0.565	0.419	0.176	1.082	1.064	1.014	2.553	0.463	-0.09	-0.51	-0.62	0.09	-0.07	-0.28
bmr6444	1Y93A	1.03	100.0	158	1	1	1	1		1	1	0.835	0.841	0.959	0.993	N/A	0.794	0.589	0.154	1.009	1.047	N/A	2.002	0.415	0.07	2.51	2.51	N/A	-0.13	0.11
bmr6447	1Y7XA	NMR	100.0	113	0	1	1	1		1	1	0.685	0.570	0.956	0.985	N/A	0.589	0.327	0.192	1.033	1.106	N/A	2.610	0.411	0.04	-0.89	-0.71	N/A	0.11	-0.15
bmr6448	1XHSA	NMR	100.0	113	0	1	1	1	1	1	1	0.770	0.679	0.967	0.991	0.747	0.815	0.420	0.183	0.799	1.000	0.907	2.174	0.403	-0.05	-0.16	-0.15	-0.10	0.56	-0.06
bmr6449	1MZNG	1.90	100.0	196	24	1	1	1	1	1	1	0.826	N/A	0.964	0.993	0.769	0.729	0.673	N/A	0.798	0.907	0.557	1.808	0.350	N/A	0.10	0.84	0.14	-0.48	0.00
bmr6451	1K3EA	2.80	93.2	146	2	1	1	1	1	1	1	0.788	N/A	0.944	0.992	0.747	0.734	0.522	N/A	0.916	1.108	0.797	1.753	0.348	N/A	0.31	1.09	-0.20	-0.45	0.09
bmr6452	2PKTA	1.50	100.0	86	-1	1	1	1	1	1	1	0.860	0.753	0.983	0.997	0.848	0.909	0.667	0.138	0.651	0.796	0.656	1.456	0.260	0.01	-0.11	-0.14	-0.35	0.20	0.05
bmr6453	1YHDA	NMR	100.0	92	0	1	1	1		1	1	0.758	0.803	0.963	0.990	N/A	0.687	0.348	0.159	0.935	1.047	N/A	2.102	0.377	-0.01	1.03	1.29	N/A	-0.60	-0.23
bmr6454	2AVXA	NMR	100.0	171	0	1	1	1		1	1	0.802	0.827	0.944	0.993	N/A	0.738	0.508	0.184	0.852	0.920	N/A	2.121	0.411	-0.01	0.24	0.14	N/A	-0.29	-0.04
bmr6455	1CNR_	1.05	100.0	46	0	1	1	1	1	1	1	0.887	0.844	0.972	0.992	0.895	0.868	0.749	0.156	0.766	1.067	0.664	1.831	0.297	-0.16	-0.35	-0.22	0.27	-0.26	-0.06
bmr6457	2D3GB	1.70	100.0	72	0	1	1	1	1	1	1	0.902	0.902	0.979	0.997	0.890	0.894	0.750	0.126	0.557	0.649	0.659	1.477	0.287	0.01	-0.14	0.11	-0.27	0.34	0.07
bmr6458	2D3GB	1.70	95.8	72	0	1					1	0.832	0.906	N/A	N/A	N/A	N/A	0.757	0.103	N/A	N/A	N/A	N/A	0.305	0.02	N/A	N/A	N/A	N/A	0.04
bmr6460	1ZGGA	NMR	100.0	150	0	1	1	1	1	1	1	0.814	0.801	0.969	0.993	0.820	0.790	0.511	0.166	0.773	0.926	0.682	1.817	0.316	-0.06	-0.13	-0.12	-0.15	-0.99	-0.00
bmr6464	1YELA	NMR	100.0	101	2		1	1	1	1	1	0.752	0.711	0.940	0.992	0.680	0.643	0.544	0.199	1.051	0.822	0.841	2.492	0.390	-0.11	-0.38	-0.17	-0.29	-0.14	0.00
bmr6465	2AIZP	NMR	100.0	134	0	1	1	1	1	1	1	0.807	0.793	0.969	0.994	0.801	0.826	0.459	0.172	0.839	1.091	0.871	2.158	0.386	-0.07	-0.58	-0.67	-0.00	-0.69	-0.10
bmr6466	2D3GB	1.70	100.0	72	0	1	1	1	1	1	1	0.900	0.902	0.977	0.997	0.892	0.893	0.739	0.121	0.615	0.698	0.686	1.927	0.306	-0.03	-0.43	-0.10	-1.10	-1.30	0.02
bmr6467	1WXNA	NMR	100.0	42	0	1					1	0.396	0.600	N/A	N/A	N/A	N/A	0.193	0.181	N/A	N/A	N/A	N/A	0.408	0.24	N/A	N/A	N/A	N/A	0.18
bmr6468	2FSOX	1.83	94.5	345	6	1	1	1	1	1	1	0.818	N/A	0.948	0.993	0.696	0.812	0.640	N/A	0.877	0.845	0.847	1.888	0.299	N/A	0.55	0.90	0.18	0.58	0.14
bmr6469	1WXLA	NMR	100.0	73	1	1	1	1	1	1	1	0.723	0.616	0.940	0.993	0.789	0.690	0.309	0.169	0.765	0.755	0.681	2.433	0.390	0.04	-0.23	0.13	-0.09	-0.98	-0.04
bmr6475	2BGOA	NMR	100.0	116	7	1	1	1	1	1	1	0.681	0.639	0.960	0.994	0.285	0.792	0.415	0.188	0.879	0.960	0.971	2.061	0.475	0.03	-0.07	-0.05	-0.01	-0.60	-0.07
bmr6476	1YQAA	NMR	100.0	87	0	1	1	1	1	1	1	0.726	0.690	0.968	0.996	0.764	0.485	0.455	0.171	0.739	0.797	1.034	2.282	0.316	-0.03	0.05	-0.16	-1.09	0.18	-0.12
bmr6478	1YSFB	NMR	100.0	52	1	1	1	1	1	1	1	0.772	0.776	0.974	0.996	0.646	0.730	0.508	0.169	0.958	0.858	1.126	1.898	0.306	-0.07	2.28	2.70	2.45	-0.95	-0.15
bmr6479	1Y6UA	NMR	100.0	59	8		1	1	1	1	1	0.801	0.727	0.946	0.990	0.822	0.760	0.562	0.162	0.911	0.719	0.773	1.999	0.432	0.01	-0.18	-0.03	0.16	0.06	0.00
bmr6480	1YJTA	NMR	98.7	75	0					1	1	0.654	0.772	N/A	N/A	N/A	0.728	0.461	0.180	N/A	N/A	N/A	2.174	0.441	0.04	N/A	N/A	N/A	-0.22	0.08
bmr6481	1YJTA	NMR	98.7	75	0					1	1	0.677	0.779	N/A	N/A	N/A	0.724	0.527	0.182	N/A	N/A	N/A	2.207	0.399	0.05	N/A	N/A	N/A	-0.24	0.12
bmr6482	1YJTA	NMR	100.0	75	0	1				1	1	0.664	0.766	N/A	N/A	N/A	0.745	0.482	0.178	N/A	N/A	N/A	2.184	0.426	0.04	N/A	N/A	N/A	-0.22	0.08
bmr6483	1YJTA	NMR	100.0	75	0	1				1	1	0.654	0.778	N/A	N/A	N/A	0.732	0.452	0.171	N/A	N/A	N/A	2.235	0.389	0.06	N/A	N/A	N/A	-0.19	0.15
bmr6484	2CXJA	NMR	100.0	98	3	1	1	1	1	1	1	0.604	0.364	0.904	0.994	0.613	0.642	0.107	0.179	1.394	1.088	1.121	2.238	0.471	0.01	2.12	2.44	2.34	-0.04	-0.05
bmr6489	1WU0A	NMR	100.0	72	0	1	1	1	1	1	1	0.790	0.614	0.986	0.998	0.884	0.895	0.366	0.142	0.777	0.610	0.433	1.667	0.286	-0.04	-0.50	-0.10	0.27	0.30	-0.21
bmr6493	2A3JA	NMR	100.0	96	8	1	1	1	1	1	1	0.712	0.645	0.929	0.996	0.764	0.437	0.502	0.182	1.172	0.996	1.066	2.537	0.347	0.07	-2.03	-1.92	-1.48	-0.99	-0.15
bmr6494	1COMI	2.20	100.0	127	0	1	1	1	1	1	1	0.862	0.907	0.970	0.990	0.864	0.814	0.627	0.140	0.698	0.944	0.667	1.802	0.314	0.02	0.51	0.94	0.12	-0.58	0.02
bmr6495	1COMJ	2.20	100.0	127	0	1	1		1	1	1	0.820	0.881	0.965	N/A	0.822	0.830	0.604	0.136	0.782	N/A	0.904	1.888	0.315	-0.03	0.49	N/A	0.25	-0.38	0.00
bmr6496	1COMJ	2.20	100.0	127	0	1				1	1	0.737	0.761	N/A	N/A	N/A	0.835	0.615	0.146	N/A	N/A	N/A	1.852	0.322	-0.02	N/A	N/A	N/A	0.25	-0.06
bmr6498	1YSMA	NMR	100.0	55	0	1	1	1	1	1	1	0.762	0.522	0.922	0.997	0.677	0.691	-0.197	0.126	0.978	0.778	0.655	1.745	0.346	-0.01	0.36	-0.00	0.19	-1.31	0.15
bmr6500	1X5MA	NMR	95.8	95	-17	1	1	1	1	1	1	0.741	N/A	0.935	0.994	0.528	0.545	0.703	N/A	0.929	0.875	0.890	2.265	0.348	N/A	-0.08	0.38	0.12	-0.46	-0.02
bmr6501	1QZ8B	2.70	100.0	110	3	1	1	1		1	1	0.835	N/A	0.921	0.971	N/A	0.788	0.661	N/A	0.861	0.878	N/A	2.271	0.310	N/A	0.15	0.36	N/A	-0.45	-0.02
bmr6503	1F2FA	1.70	99.0	103	0		1	1	1	1	1	0.898	0.900	0.974	0.996	0.797	0.880	0.841	0.157	0.643	0.792	0.766	1.562	0.227	-0.03	-0.20	-0.02	-0.50	-0.70	-0.01
bmr6504	1CNR_	1.05	100.0	46	0	1	1	1	1	1	1	0.873	0.819	0.970	0.993	0.850	0.869	0.736	0.150	0.798	1.091	0.720	1.996	0.284	-0.04	-0.02	0.23	0.15	-0.81	-0.00
bmr6505	1YEZA	NMR	100.0	68	0	1	1	1	1	1	1	0.794	0.753	0.972	0.988	0.661	0.744	0.644	0.177	0.797	1.015	0.696	2.177	0.365	-0.07	-0.33	-0.52	-0.18	0.32	-0.02
bmr6506	1Y62C	2.45	100.0	56	2	1	1	1	1	1	1	0.899	0.931	0.975	0.992	0.811	0.880	0.805	0.134	0.705	0.755	0.622	1.264	0.313	-0.01	0.18	0.13	0.02	-0.20	-0.07
bmr6513	2AHMA	2.40	100.0	73	-2	1	1	1	1	1	1	0.618	0.458	0.895	0.996	0.544	0.511	0.304	0.176	1.217	0.705	0.983	2.271	0.305	0.01	0.32	0.28	0.27	-0.80	-0.08
bmr6514	1YWUA	NMR	100.0	124	22	1	1	1	1	1	1	0.804	0.834	0.965	0.990	0.757	0.763	0.518	0.171	0.740	0.947	0.941	1.910	0.338	-0.02	-0.26	-0.27	-0.11	0.28	-0.03
bmr6515	1YYCA	NMR	100.0	174	0	1	1	1	1	1	1	0.742	0.651	0.958	0.994	0.784	0.657	0.407	0.178	0.934	0.888	0.925	2.308	0.383	-0.02	-0.25	-0.25	0.88	-0.39	-0.09
bmr6517	1YWWA	NMR	100.0	65	0	1	1	1	1	1	1	0.821	0.780	0.961	0.994	0.745	0.805	0.641	0.117	0.847	0.807	1.002	1.910	0.331	-0.09	-0.02	-0.09	0.27	0.26	-0.02
bmr6518	1YX3A	NMR	100.0	112	0	1	1	1	1	1	1	0.806	0.804	0.954	0.991	0.739	0.802	0.544	0.140	0.994	0.902	0.944	1.749	0.350	-0.04	-0.48	-0.24	-0.27	0.54	-0.01
bmr6519	1YX8A	NMR	100.0	80	0	1	1	1		1	1	0.769	0.434	0.936	0.985	N/A	0.720	-0.071	0.202	1.013	0.923	N/A	2.167	0.479	0.00	-0.89	-0.88	N/A	-2.46	0.01
bmr6520	2BICA	NMR	100.0	52	0					1	1	0.504	0.639	N/A	N/A	N/A	0.554	0.320	0.168	N/A	N/A	N/A	2.441	0.372	-0.07	N/A	N/A	N/A	0.19	-0.22
bmr6524	1B68A	2.00	97.9	140	22	1	1	1		1	1	0.827	N/A	0.951	0.997	N/A	0.821	0.539	N/A	0.936	0.631	N/A	1.634	0.271	N/A	0.44	0.51	N/A	-0.76	-0.08
bmr6525	1TI5A	NMR	100.0	46	0	1					1	0.528	0.824	N/A	N/A	N/A	N/A	0.233	0.159	N/A	N/A	N/A	N/A	0.407	-0.03	N/A	N/A	N/A	N/A	-0.10
bmr6526	2BL5A	NMR	100.0	134	0	1	1	1		1	1	0.767	0.703	0.966	0.993	N/A	0.715	0.459	0.161	0.776	0.786	N/A	2.234	0.343	0.04	-0.05	-0.31	N/A	-0.06	0.02
bmr6527	2B95B	NMR	96.8	95	-8	1	1	1	1	1	1	0.830	0.828	0.966	0.995	0.696	0.854	0.641	0.161	0.762	0.805	0.681	1.650	0.328	-0.05	-0.10	-0.23	-0.11	-0.09	-0.26
bmr6531	2H2KB	2.00	100.0	94	0	1	1	1	1	1	1	0.810	0.695	0.975	0.994	0.695	0.781	0.722	0.136	1.054	0.866	1.048	1.677	0.329	0.06	2.44	2.83	2.79	-0.24	-0.03
bmr6532	2H2KB	2.00	100.0	96	0		1	1		1	1	0.773	0.720	0.970	0.993	N/A	0.697	0.484	0.174	1.132	0.888	N/A	1.548	0.355	0.05	2.26	2.63	N/A	-0.30	-0.01
bmr6536	2GTOA	NMR	100.0	96	0	1	1	1	1	1	1	0.710	0.639	0.948	N/A	-0.766	0.695	0.558	0.198	0.921	N/A	1.315	2.446	0.320	0.03	-0.26	N/A	0.38	-0.54	-0.12
bmr6538	1Z2KA	NMR	100.0	106	1	1	1	1	1	1	1	0.641	0.551	0.930	0.979	0.471	0.586	0.327	0.173	0.967	1.145	1.110	2.457	0.471	-0.03	-0.06	-0.14	-0.40	-0.58	-0.02
bmr6539	2GTOA	NMR	100.0	91	0	1	1	1		1	1	0.760	0.670	0.946	0.979	N/A	0.691	0.512	0.171	0.913	1.003	N/A	2.535	0.368	-0.02	-0.12	-0.08	N/A	-0.52	-0.15
bmr6540	2AXLA	NMR	99.3	144	0	1	1	1	1	1	1	0.678	0.461	0.938	0.992	0.665	0.655	0.359	0.151	1.064	0.930	0.921	2.261	0.346	-0.00	-0.11	-0.24	-0.07	-0.26	-0.09
bmr6541	2F3YA	1.45	100.0	146	2	1	1	1	1	1	1	0.914	0.911	0.985	0.998	0.897	0.892	0.802	0.119	0.586	0.540	0.605	1.410	0.245	-0.02	-0.05	0.21	-0.11	-0.66	0.01
bmr6542	1M15A	1.20	99.2	356	1	1	1	1		1	1	0.861	N/A	0.968	0.992	N/A	0.843	0.642	N/A	0.784	0.856	N/A	1.869	0.328	N/A	0.16	0.63	N/A	-0.35	0.04
bmr6546	2IN1A		100.0	167	8		1	1		1	1	0.825	0.864	0.948	0.989	N/A	0.770	0.556	0.147	0.962	0.958	N/A	2.148	0.347	-0.04	0.12	0.01	N/A	-0.34	-0.04
bmr6549	1ZEOA	2.50	92.9	268	-1	1	1	1	1	1	1	0.754	N/A	0.949	0.983	0.551	0.675	0.611	N/A	0.955	0.965	0.999	1.798	0.304	N/A	1.06	1.33	0.17	-1.01	0.16
bmr6552	1YZCA	NMR	98.1	104	0	1	1	1		1	1	0.695	0.580	0.962	0.988	N/A	0.791	0.155	0.174	1.045	0.974	N/A	2.068	0.363	0.06	2.14	2.35	N/A	-1.53	0.10
bmr6553	1YYJA	NMR	94.3	106	0	1	1	1		1	1	0.674	0.613	0.925	0.995	N/A	0.636	0.203	0.136	1.122	0.866	N/A	1.753	0.372	-0.01	2.01	2.12	N/A	-0.93	0.10
bmr6554	1IYTA	NMR	100.0	42	0	1	1				1	0.464	0.760	N/A	N/A	N/A	N/A	0.168	0.166	N/A	N/A	N/A	N/A	0.309	-0.30	N/A	N/A	N/A	N/A	-0.23
bmr6555	1YWSA	NMR	100.0	82	0	1	1	1	1	1	1	0.742	0.772	0.942	0.992	0.745	0.660	0.343	0.148	0.805	0.955	1.043	2.168	0.402	-0.04	-0.39	0.11	-0.28	-0.01	-0.10
bmr6556	1YYBA	NMR	100.0	26	1	1	1	1		1	1	0.684	0.715	0.974	N/A	N/A	0.931	0.116	0.102	0.447	N/A	N/A	1.715	0.330	-0.12	0.29	N/A	N/A	-2.55	-0.04
bmr6560	256BA	1.40	99.1	106	0	1	1	1		1	1	0.872	0.864	0.980	0.997	N/A	0.874	0.644	0.109	0.808	0.864	N/A	1.089	0.257	-0.03	2.03	2.22	N/A	-0.32	-0.02
bmr6561	1YTRA	NMR	100.0	26	0	1					1	0.443	0.585	N/A	N/A	N/A	N/A	0.300	0.183	N/A	N/A	N/A	N/A	0.366	-0.10	N/A	N/A	N/A	N/A	0.16
bmr6563	1JL3D	1.60	91.2	136	3	1	1	1	1	1	1	0.823	0.854	0.965	0.987	0.739	0.879	0.516	0.164	0.836	0.751	0.800	1.809	0.352	-0.11	-0.25	-0.33	-0.20	-0.87	-0.04
bmr6564	2JMXA	NMR	100.0	120	0	1	1	1		1	1	0.680	0.479	0.957	0.995	N/A	0.723	0.248	0.158	0.896	0.760	N/A	1.905	0.355	-0.05	-0.38	0.24	N/A	-1.24	-0.20
bmr6568	1OKSA	1.80	100.0	49	1	1				1	1	0.787	N/A	N/A	N/A	N/A	0.853	0.722	N/A	N/A	N/A	N/A	1.565	0.235	N/A	N/A	N/A	N/A	-0.96	-0.15
bmr6569	1OKSA	1.80	100.0	49	1	1				1	1	0.766	N/A	N/A	N/A	N/A	0.822	0.710	N/A	N/A	N/A	N/A	1.521	0.263	N/A	N/A	N/A	N/A	-0.91	-0.17
bmr6570	1ZZPA	NMR	100.0	109	21	1	1	1	1	1	1	0.752	0.663	0.959	0.995	0.730	0.773	0.393	0.142	1.076	0.942	1.035	1.740	0.290	0.07	2.27	2.61	2.21	-0.90	-0.09
bmr6571	2AXDS	NMR	100.0	76	0	1	1	1	1	1	1	0.719	0.518	0.946	0.988	0.721	0.779	0.359	0.180	0.815	1.102	0.710	1.837	0.301	-0.06	-0.19	-0.17	0.12	-0.42	-0.08
bmr6574	1YVCA	NMR	100.0	70	0	1	1	1	1	1	1	0.822	0.758	0.978	0.987	0.672	0.820	0.715	0.205	0.720	1.029	0.713	2.373	0.346	-0.09	-0.16	-0.51	-0.11	0.18	-0.15
bmr6575	2CIAA	1.45	94.7	95	1	1	1	1	1	1	1	0.791	0.932	0.970	0.994	0.225	0.815	0.810	0.143	0.665	0.728	1.073	1.880	0.300	0.13	-0.19	-0.13	2.42	0.24	0.11
